Policy ID,Insurance Provider,Policy Name,Coverage Type,Premium Amount (Annual),Coverage Details,Eligibility Criteria,Network Hospitals,Claim Settlement Ratio (%),Waiting Period,Exclusions,Additional Benefits,Category
POL4590,Blue Cross,Family Protect,Senior Citizen,33986,"Hospitalization, OPD","60+ years, Medical Checkup Required",93,94.96,3 months,Cosmetic Surgery,24/7 Teleconsultation,Critical Illness
POL4591,Kaiser Permanente,Senior Secure,Family,5393,Full Coverage,"18-60 years, No pre-existing conditions",242,93.5,2 years,Cosmetic Surgery,Free Annual Checkup,Corporate
POL4592,Blue Cross,Senior Secure,Corporate,40318,"Maternity, Vision, Dental","Employed, Company-sponsored",80,83.26,2 years,Maternity Benefits,Free Annual Checkup,Critical Illness
POL4593,Kaiser Permanente,Basic Care,Senior Citizen,41734,Full Coverage,"60+ years, Medical Checkup Required",72,81.51,3 months,Maternity Benefits,Free Annual Checkup,Critical Illness
POL4594,MetLife,Comprehensive Plus,Individual,35184,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",299,85.99,3 months,Maternity Benefits,Discounted Medicines,Adults
POL4595,Blue Cross,Corporate Shield,Senior Citizen,12751,Full Coverage,"18-60 years, No pre-existing conditions",333,80.04,1 month,Dental & Vision,24/7 Teleconsultation,Seniors
POL4596,Blue Cross,Comprehensive Plus,Family,48409,"Hospitalization, OPD","18-60 years, No pre-existing conditions",374,76.18,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL4597,UnitedHealth,Comprehensive Plus,Corporate,32715,"Hospitalization, OPD","18-60 years, No pre-existing conditions",62,90.6,2 years,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL4598,UnitedHealth,Comprehensive Plus,Individual,22942,Full Coverage,"Employed, Company-sponsored",361,93.9,1 month,Dental & Vision,Free Annual Checkup,Corporate
POL4599,Cigna,Basic Care,Individual,36025,Full Coverage,"60+ years, Medical Checkup Required",89,73.33,1 year,Cosmetic Surgery,Fitness Membership,Corporate
POL4600,UnitedHealth,Critical Guard,Senior Citizen,29633,"Hospitalization, OPD","Self-employed, Tax Benefits",157,91.78,1 year,Dental & Vision,Discounted Medicines,Children
POL4601,UnitedHealth,Comprehensive Plus,Senior Citizen,19772,"Hospitalization, OPD","18-60 years, No pre-existing conditions",181,78.39,1 month,Cosmetic Surgery,Free Annual Checkup,Seniors
POL4602,Blue Cross,Family Protect,Corporate,49504,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",293,89.61,3 months,Cosmetic Surgery,24/7 Teleconsultation,Corporate
POL4603,Kaiser Permanente,Critical Guard,Individual,49591,"Critical Illness, Surgery","Employed, Company-sponsored",418,72.8,1 year,Dental & Vision,Fitness Membership,Children
POL4604,Humana,Corporate Shield,Corporate,34346,"Hospitalization, OPD","Self-employed, Tax Benefits",113,89.72,1 year,Pre-existing conditions (2 years),Free Annual Checkup,Children
POL4605,Humana,Comprehensive Plus,Senior Citizen,8344,"Maternity, Vision, Dental","Employed, Company-sponsored",296,74.01,6 months,Pre-existing conditions (2 years),Fitness Membership,Adults
POL4606,Aetna,Senior Secure,Senior Citizen,34974,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",249,90.9,6 months,Maternity Benefits,Discounted Medicines,Corporate
POL4607,Humana,Comprehensive Plus,Family,25076,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",302,75.29,1 year,Cosmetic Surgery,24/7 Teleconsultation,Adults
POL4608,Blue Cross,Basic Care,Corporate,19889,"Hospitalization, OPD","60+ years, Medical Checkup Required",417,73.72,6 months,Pre-existing conditions (2 years),Discounted Medicines,Seniors
POL4609,Humana,Basic Care,Individual,15197,"Critical Illness, Surgery","60+ years, Medical Checkup Required",159,83.69,1 month,Maternity Benefits,Free Annual Checkup,Children
POL4610,MetLife,Family Protect,Senior Citizen,24810,"Hospitalization, OPD","60+ years, Medical Checkup Required",402,82.68,1 month,Dental & Vision,Fitness Membership,Critical Illness
POL4611,Humana,Basic Care,Senior Citizen,37101,"Maternity, Vision, Dental","Employed, Company-sponsored",178,74.13,1 month,Dental & Vision,Free Annual Checkup,Children
POL4612,MetLife,Family Protect,Senior Citizen,24311,"Hospitalization, OPD","Self-employed, Tax Benefits",266,75.61,1 year,Dental & Vision,Discounted Medicines,Adults
POL4613,MetLife,Family Protect,Corporate,23357,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",261,83.22,6 months,Cosmetic Surgery,Free Annual Checkup,Corporate
POL4614,Blue Cross,Corporate Shield,Individual,14337,"Critical Illness, Surgery","Self-employed, Tax Benefits",431,82.34,1 month,Maternity Benefits,Free Annual Checkup,Adults
POL4615,MetLife,Basic Care,Family,44057,"Hospitalization, OPD","60+ years, Medical Checkup Required",323,75.48,1 year,Maternity Benefits,Fitness Membership,Corporate
POL4616,Blue Cross,Basic Care,Senior Citizen,33764,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",222,71.72,6 months,Cosmetic Surgery,24/7 Teleconsultation,Children
POL4617,UnitedHealth,Family Protect,Senior Citizen,48177,Full Coverage,"60+ years, Medical Checkup Required",491,71.33,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Seniors
POL4618,Humana,Basic Care,Individual,38872,"Hospitalization, OPD","Self-employed, Tax Benefits",497,73.06,1 month,Maternity Benefits,Discounted Medicines,Seniors
POL4619,Blue Cross,Corporate Shield,Family,24838,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",235,92.19,1 year,Maternity Benefits,Discounted Medicines,Critical Illness
POL4620,Blue Cross,Basic Care,Senior Citizen,29179,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",456,89.78,3 months,Maternity Benefits,Free Annual Checkup,Children
POL4621,Kaiser Permanente,Senior Secure,Senior Citizen,21651,"Hospitalization, OPD","Employed, Company-sponsored",55,72.75,2 years,Dental & Vision,Fitness Membership,Corporate
POL4622,UnitedHealth,Comprehensive Plus,Senior Citizen,16182,"Maternity, Vision, Dental","Self-employed, Tax Benefits",341,74.1,6 months,Dental & Vision,Free Annual Checkup,Critical Illness
POL4623,Blue Cross,Family Protect,Family,10364,"Maternity, Vision, Dental","Self-employed, Tax Benefits",369,93.79,3 months,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4624,Humana,Critical Guard,Individual,39683,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",214,77.08,3 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL4625,Cigna,Basic Care,Corporate,5216,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",193,75.47,1 month,Cosmetic Surgery,24/7 Teleconsultation,Adults
POL4626,Blue Cross,Comprehensive Plus,Senior Citizen,6222,"Hospitalization, OPD","Self-employed, Tax Benefits",304,73.65,6 months,Dental & Vision,Fitness Membership,Critical Illness
POL4627,UnitedHealth,Corporate Shield,Individual,26610,"Maternity, Vision, Dental","Employed, Company-sponsored",343,74.89,6 months,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL4628,UnitedHealth,Critical Guard,Corporate,19412,Full Coverage,"Self-employed, Tax Benefits",187,95.9,2 years,Cosmetic Surgery,Discounted Medicines,Corporate
POL4629,UnitedHealth,Senior Secure,Family,45083,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",448,82.41,1 year,Dental & Vision,24/7 Teleconsultation,Adults
POL4630,Kaiser Permanente,Basic Care,Senior Citizen,39250,"Hospitalization, OPD","Employed, Company-sponsored",212,80.25,3 months,Cosmetic Surgery,Free Annual Checkup,Critical Illness
POL4631,Cigna,Corporate Shield,Corporate,13815,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",136,77.26,6 months,Cosmetic Surgery,Discounted Medicines,Critical Illness
POL4632,Aetna,Corporate Shield,Individual,17728,Full Coverage,"60+ years, Medical Checkup Required",214,70.36,1 year,Maternity Benefits,24/7 Teleconsultation,Adults
POL4633,Aetna,Corporate Shield,Family,27731,Full Coverage,"18-60 years, No pre-existing conditions",253,81.76,3 months,Pre-existing conditions (2 years),Discounted Medicines,Children
POL4634,Blue Cross,Comprehensive Plus,Individual,48362,"Hospitalization, OPD","Employed, Company-sponsored",359,81.51,3 months,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL4635,MetLife,Comprehensive Plus,Individual,13997,Full Coverage,"60+ years, Medical Checkup Required",424,85.74,2 years,Dental & Vision,24/7 Teleconsultation,Seniors
POL4636,Kaiser Permanente,Senior Secure,Senior Citizen,35982,"Maternity, Vision, Dental","Employed, Company-sponsored",317,96.9,1 month,Dental & Vision,24/7 Teleconsultation,Critical Illness
POL4637,MetLife,Comprehensive Plus,Senior Citizen,45831,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",402,80.29,2 years,Pre-existing conditions (2 years),24/7 Teleconsultation,Adults
POL4638,Kaiser Permanente,Critical Guard,Senior Citizen,42018,Full Coverage,"Self-employed, Tax Benefits",281,76.12,2 years,Cosmetic Surgery,Free Annual Checkup,Children
POL4639,Blue Cross,Corporate Shield,Senior Citizen,5640,"Critical Illness, Surgery","Employed, Company-sponsored",465,70.89,1 month,Dental & Vision,24/7 Teleconsultation,Adults
POL4640,Cigna,Corporate Shield,Corporate,25275,Full Coverage,"60+ years, Medical Checkup Required",230,79.19,1 year,Maternity Benefits,Discounted Medicines,Children
POL4641,Blue Cross,Critical Guard,Senior Citizen,8801,"Maternity, Vision, Dental","Employed, Company-sponsored",186,83.19,1 month,Dental & Vision,Fitness Membership,Corporate
POL4642,Aetna,Corporate Shield,Family,29309,"Hospitalization, OPD","Employed, Company-sponsored",108,79.17,1 month,Maternity Benefits,24/7 Teleconsultation,Children
POL4643,Kaiser Permanente,Family Protect,Senior Citizen,23740,"Maternity, Vision, Dental","Self-employed, Tax Benefits",173,92.82,6 months,Maternity Benefits,Fitness Membership,Adults
POL4644,Kaiser Permanente,Corporate Shield,Family,46262,"Hospitalization, OPD","60+ years, Medical Checkup Required",402,74.46,1 year,Pre-existing conditions (2 years),24/7 Teleconsultation,Corporate
POL4645,Humana,Critical Guard,Senior Citizen,22383,"Critical Illness, Surgery","Employed, Company-sponsored",174,76.88,3 months,Maternity Benefits,Discounted Medicines,Seniors
POL4646,Kaiser Permanente,Family Protect,Family,16804,"Hospitalization, OPD","Employed, Company-sponsored",122,72.68,1 month,Cosmetic Surgery,Fitness Membership,Critical Illness
POL4647,UnitedHealth,Critical Guard,Individual,23658,"Hospitalization, OPD","18-60 years, No pre-existing conditions",476,80.69,2 years,Maternity Benefits,Fitness Membership,Seniors
POL4648,Aetna,Corporate Shield,Individual,41463,"Hospitalization, OPD","Employed, Company-sponsored",288,91.96,1 year,Dental & Vision,Free Annual Checkup,Adults
POL4649,Humana,Basic Care,Corporate,39773,Full Coverage,"Employed, Company-sponsored",276,70.38,3 months,Maternity Benefits,Free Annual Checkup,Children
POL4650,UnitedHealth,Senior Secure,Individual,34663,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",184,71.05,6 months,Pre-existing conditions (2 years),Discounted Medicines,Corporate
POL4651,Humana,Senior Secure,Corporate,23351,"Critical Illness, Surgery","Self-employed, Tax Benefits",188,81.03,6 months,Cosmetic Surgery,24/7 Teleconsultation,Seniors
POL4652,Aetna,Senior Secure,Individual,21769,"Critical Illness, Surgery","60+ years, Medical Checkup Required",97,93.8,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Adults
POL4653,UnitedHealth,Senior Secure,Individual,29743,"Hospitalization, OPD","Employed, Company-sponsored",107,92.55,1 year,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4654,Blue Cross,Critical Guard,Corporate,17007,Full Coverage,"Employed, Company-sponsored",195,97.16,1 year,Maternity Benefits,24/7 Teleconsultation,Corporate
POL4655,Aetna,Critical Guard,Senior Citizen,25443,"Maternity, Vision, Dental","Self-employed, Tax Benefits",252,84.58,1 month,Cosmetic Surgery,Fitness Membership,Seniors
POL4656,Aetna,Family Protect,Senior Citizen,12361,"Hospitalization, OPD","Self-employed, Tax Benefits",468,79.0,3 months,Cosmetic Surgery,Discounted Medicines,Seniors
POL4657,Cigna,Senior Secure,Corporate,36910,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",371,74.37,1 month,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4658,Aetna,Family Protect,Family,7034,"Maternity, Vision, Dental","Self-employed, Tax Benefits",150,81.14,2 years,Maternity Benefits,Fitness Membership,Children
POL4659,MetLife,Senior Secure,Corporate,5499,Full Coverage,"Self-employed, Tax Benefits",77,74.64,1 month,Cosmetic Surgery,Discounted Medicines,Adults
POL4660,Blue Cross,Critical Guard,Senior Citizen,39367,Full Coverage,"60+ years, Medical Checkup Required",193,86.14,1 month,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4661,Kaiser Permanente,Family Protect,Family,11054,Full Coverage,"18-60 years, No pre-existing conditions",57,94.48,1 year,Cosmetic Surgery,Free Annual Checkup,Corporate
POL4662,Humana,Comprehensive Plus,Family,14831,Full Coverage,"Employed, Company-sponsored",264,96.15,6 months,Pre-existing conditions (2 years),Free Annual Checkup,Adults
POL4663,Aetna,Critical Guard,Corporate,37042,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",118,71.45,3 months,Dental & Vision,Discounted Medicines,Children
POL4664,MetLife,Family Protect,Family,33667,Full Coverage,"60+ years, Medical Checkup Required",128,89.81,3 months,Pre-existing conditions (2 years),Free Annual Checkup,Adults
POL4665,Kaiser Permanente,Comprehensive Plus,Family,45693,Full Coverage,"Employed, Company-sponsored",304,91.27,2 years,Maternity Benefits,24/7 Teleconsultation,Seniors
POL4666,Kaiser Permanente,Corporate Shield,Family,40475,"Maternity, Vision, Dental","Employed, Company-sponsored",400,88.88,3 months,Maternity Benefits,Free Annual Checkup,Children
POL4667,Humana,Comprehensive Plus,Family,10155,"Maternity, Vision, Dental","Self-employed, Tax Benefits",117,97.24,1 year,Maternity Benefits,Free Annual Checkup,Adults
POL4668,UnitedHealth,Corporate Shield,Family,41411,"Hospitalization, OPD","18-60 years, No pre-existing conditions",297,71.74,1 month,Pre-existing conditions (2 years),Fitness Membership,Corporate
POL4669,Humana,Senior Secure,Senior Citizen,32391,Full Coverage,"18-60 years, No pre-existing conditions",104,76.96,3 months,Maternity Benefits,24/7 Teleconsultation,Children
POL4670,Humana,Critical Guard,Individual,48246,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",127,85.68,1 year,Cosmetic Surgery,Discounted Medicines,Adults
POL4671,Blue Cross,Basic Care,Family,20909,Full Coverage,"Self-employed, Tax Benefits",55,88.26,1 year,Pre-existing conditions (2 years),Free Annual Checkup,Corporate
POL4672,UnitedHealth,Basic Care,Individual,16436,"Hospitalization, OPD","18-60 years, No pre-existing conditions",66,80.4,2 years,Maternity Benefits,Free Annual Checkup,Adults
POL4673,UnitedHealth,Basic Care,Individual,21548,"Hospitalization, OPD","60+ years, Medical Checkup Required",470,86.66,1 month,Dental & Vision,Fitness Membership,Seniors
POL4674,Kaiser Permanente,Comprehensive Plus,Corporate,22328,"Maternity, Vision, Dental","60+ years, Medical Checkup Required",498,86.71,1 month,Dental & Vision,Fitness Membership,Adults
POL4675,Aetna,Comprehensive Plus,Senior Citizen,32583,Full Coverage,"60+ years, Medical Checkup Required",129,92.84,2 years,Dental & Vision,Fitness Membership,Critical Illness
POL4676,Cigna,Family Protect,Senior Citizen,41452,Full Coverage,"Employed, Company-sponsored",103,72.66,6 months,Cosmetic Surgery,Discounted Medicines,Corporate
POL4677,Cigna,Basic Care,Corporate,28621,"Hospitalization, OPD","Employed, Company-sponsored",370,96.5,1 month,Pre-existing conditions (2 years),24/7 Teleconsultation,Adults
POL4678,UnitedHealth,Family Protect,Family,33757,"Critical Illness, Surgery","18-60 years, No pre-existing conditions",289,95.78,1 year,Dental & Vision,Discounted Medicines,Critical Illness
POL4679,Kaiser Permanente,Critical Guard,Individual,17658,Full Coverage,"18-60 years, No pre-existing conditions",442,88.85,1 year,Pre-existing conditions (2 years),24/7 Teleconsultation,Children
POL4680,MetLife,Basic Care,Individual,49264,Full Coverage,"Employed, Company-sponsored",66,77.37,3 months,Dental & Vision,24/7 Teleconsultation,Children
POL4681,Aetna,Corporate Shield,Senior Citizen,16463,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",455,74.64,6 months,Maternity Benefits,Discounted Medicines,Corporate
POL4682,Blue Cross,Senior Secure,Family,23726,"Hospitalization, OPD","60+ years, Medical Checkup Required",427,87.11,3 months,Dental & Vision,Fitness Membership,Seniors
POL4683,Kaiser Permanente,Critical Guard,Corporate,45901,"Maternity, Vision, Dental","18-60 years, No pre-existing conditions",144,87.14,6 months,Dental & Vision,24/7 Teleconsultation,Critical Illness
